EmployeeID,Name,Age,Department,JobRole,EducationLevel,City,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,Overtime,PerformanceScore,TrainingHours,ProjectsCompleted,Attrition,PerformanceTarget,PromotionSuitable,TrainingNeed,EmployeeRiskScore
EMP1188,Employee_1188,37,HR,Specialist,Bachelor,Dehradun,43647.0,5.0,2,1,No,4.58,5.8,7,0,4.77,0,1,20.81
EMP1189,Employee_1189,23,IT,Manager,Master,Jaipur,18000.0,3.2,5,1,Yes,4.68,29.3,5,0,4.53,1,0,32.3
EMP1190,Employee_1190,54,IT,Executive,Master,Noida,35452.0,3.9,2,5,No,4.4,33.9,4,0,4.67,1,0,15.81
EMP1191,Employee_1191,21,Marketing,Executive,Bachelor,Delhi,32000.0,13.7,4,2,No,5.0,43.6,11,0,5.0,1,0,24.87
EMP1192,Employee_1192,48,Finance,Developer,Bachelor,Noida,32833.0,0.2,1,5,No,3.91,25.3,9,0,4.2,0,0,15.04
EMP1193,Employee_1193,47,Finance,Specialist,Bachelor,Haldwani,96021.0,7.3,5,3,Yes,5.0,41.6,3,0,5.0,1,0,10.29
EMP1194,Employee_1194,28,HR,Specialist,Bachelor,Delhi,53241.0,0.2,2,2,No,2.97,32.6,9,0,3.35,0,1,49.75
EMP1195,Employee_1195,50,Operations,Developer,Bachelor,Dehradun,57398.0,4.7,5,2,No,5.0,11.6,4,0,5.0,1,0,13.36
EMP1196,Employee_1196,28,Sales,Analyst,Bachelor,Delhi,18000.0,3.4,2,4,No,4.12,10.2,3,0,4.44,0,1,17.17
EMP1197,Employee_1197,30,HR,Coordinator,Bachelor,Haldwani,37613.0,0.2,4,1,No,4.16,45.7,5,0,3.74,0,0,15.13
EMP1198,Employee_1198,53,Sales,Developer,Bachelor,Lucknow,56737.0,6.8,3,3,No,5.0,46.7,3,0,5.0,1,0,0.0
EMP1199,Employee_1199,60,HR,Analyst,Master,Jaipur,29460.0,3.6,1,2,Yes,4.27,34.5,5,1,4.78,0,0,71.82
EMP1200,Employee_1200,31,Operations,Developer,Master,Noida,71977.0,0.2,1,1,No,3.81,50.9,5,1,4.56,0,0,66.31
EMP1201,Employee_1201,57,HR,Executive,Master,Jaipur,25541.0,8.7,4,2,No,4.16,44.8,2,0,4.55,1,0,21.92
EMP1202,Employee_1202,57,Operations,Analyst,Bachelor,Dehradun,45700.0,11.2,1,3,Yes,5.0,39.6,7,1,5.0,1,0,65.4
EMP1203,Employee_1203,51,HR,Manager,Master,Lucknow,39107.0,11.5,2,4,No,4.59,17.2,8,0,4.82,1,1,19.07
EMP1204,Employee_1204,26,Marketing,Coordinator,Master,Haldwani,55615.0,6.7,3,1,No,5.0,54.2,3,1,5.0,1,0,55.06
EMP1205,Employee_1205,32,HR,Specialist,Bachelor,Lucknow,37909.0,5.4,2,5,No,5.0,37.5,4,0,5.0,1,0,16.33
EMP1206,Employee_1206,48,IT,Specialist,Bachelor,Lucknow,46040.0,10.8,1,5,No,5.0,24.6,4,1,5.0,1,0,45.93
EMP1207,Employee_1207,60,Marketing,Manager,Master,Haldwani,46805.0,12.3,4,4,No,5.0,20.6,10,0,5.0,1,0,0.98
EMP1208,Employee_1208,53,Operations,Executive,Bachelor,Dehradun,35843.0,10.0,4,5,No,5.0,33.6,8,0,5.0,1,0,6.04
EMP1209,Employee_1209,37,IT,Developer,Bachelor,Haldwani,62672.0,1.2,4,3,No,4.72,6.6,7,0,4.57,1,0,2.65
EMP1210,Employee_1210,30,Marketing,Coordinator,PhD,Lucknow,57245.0,6.0,5,5,Yes,5.0,39.8,4,0,5.0,1,0,18.74
EMP1211,Employee_1211,59,IT,Executive,Bachelor,Jaipur,50050.0,7.0,1,4,No,4.54,16.7,10,0,4.76,1,1,12.69
EMP1212,Employee_1212,32,Marketing,Coordinator,Bachelor,Jaipur,42530.0,0.2,3,3,No,3.19,35.2,5,1,3.32,0,0,33.99
EMP1213,Employee_1213,34,Marketing,Specialist,PhD,Dehradun,69524.0,7.2,2,1,Yes,5.0,22.7,5,0,5.0,1,0,44.41
EMP1214,Employee_1214,59,HR,Analyst,Master,Haldwani,46812.0,14.7,5,3,No,5.0,26.3,6,0,5.0,1,0,0.0
EMP1215,Employee_1215,43,Marketing,Specialist,Bachelor,Delhi,45253.0,7.9,3,5,Yes,5.0,19.4,5,0,5.0,1,0,20.84
EMP1216,Employee_1216,31,IT,Coordinator,Master,Lucknow,54303.0,11.4,1,5,No,4.92,27.7,10,0,4.9,1,0,3.26
EMP1217,Employee_1217,21,Sales,Executive,Master,Jaipur,89325.0,6.0,4,3,No,5.0,56.5,5,0,4.98,1,0,0.15
EMP1218,Employee_1218,38,Sales,Executive,Master,Delhi,22512.0,4.9,1,2,No,3.42,49.4,7,1,3.96,1,0,64.6
EMP1219,Employee_1219,60,HR,Manager,Master,Haldwani,68937.0,6.8,2,4,No,3.47,35.0,4,0,3.33,1,0,8.14
EMP1220,Employee_1220,38,Operations,Coordinator,Bachelor,Jaipur,18000.0,1.8,4,1,No,4.88,29.6,4,0,5.0,1,0,18.36
EMP1221,Employee_1221,48,Sales,Executive,Bachelor,Jaipur,56780.0,1.2,3,1,No,4.56,41.8,3,0,5.0,0,0,11.38
EMP1222,Employee_1222,31,HR,Manager,Master,Noida,86652.0,10.5,4,3,No,5.0,45.8,4,0,5.0,1,0,0.0
EMP1223,Employee_1223,52,Marketing,Executive,Bachelor,Delhi,62751.0,11.0,3,5,No,5.0,18.4,6,0,5.0,1,0,9.24
EMP1224,Employee_1224,52,IT,Manager,Master,Jaipur,55754.0,1.0,5,2,Yes,5.0,28.9,4,0,5.0,1,0,35.05
EMP1225,Employee_1225,45,Marketing,Manager,Master,Jaipur,39670.0,9.3,3,3,Yes,4.32,5.0,10,0,5.0,1,0,17.87
EMP1226,Employee_1226,51,IT,Executive,Bachelor,Haldwani,52683.0,4.8,1,2,No,3.31,45.7,7,0,3.01,1,0,31.9
EMP1227,Employee_1227,44,Marketing,Specialist,Master,Jaipur,46455.0,6.6,1,3,Yes,3.9,58.9,4,1,4.08,1,0,64.18
EMP1228,Employee_1228,36,Finance,Coordinator,Bachelor,Delhi,34709.0,7.1,4,1,No,5.0,31.1,9,0,5.0,1,0,25.0
EMP1229,Employee_1229,50,Finance,Coordinator,Master,Haldwani,45623.0,9.4,1,3,No,4.4,5.0,7,0,4.44,1,1,19.01
EMP1230,Employee_1230,54,IT,Executive,Bachelor,Delhi,56364.0,5.5,2,3,No,4.38,38.5,10,0,4.99,1,0,11.25
EMP1231,Employee_1231,54,HR,Analyst,Master,Jaipur,35121.0,11.1,1,2,Yes,5.0,17.3,4,1,5.0,1,1,73.0
EMP1232,Employee_1232,29,Operations,Analyst,Master,Lucknow,34262.0,6.5,2,2,No,4.77,20.7,5,1,4.96,1,0,67.83
EMP1233,Employee_1233,48,Sales,Developer,Bachelor,Jaipur,22075.0,7.8,3,4,No,5.0,38.8,6,0,5.0,1,0,0.0
EMP1234,Employee_1234,21,Marketing,Executive,Master,Haldwani,60596.0,1.7,1,1,No,3.28,33.6,3,1,3.33,0,0,57.86
EMP1235,Employee_1235,43,HR,Coordinator,Master,Delhi,63997.0,14.3,3,1,Yes,4.83,23.2,7,0,4.89,1,0,32.14
EMP1236,Employee_1236,43,Marketing,Specialist,Master,Delhi,57097.0,7.2,5,1,No,3.85,20.9,7,0,4.11,1,0,13.65
EMP1237,Employee_1237,35,Finance,Specialist,Master,Noida,73234.0,8.2,1,5,Yes,5.0,31.8,4,1,4.99,1,0,67.65
EMP1238,Employee_1238,60,HR,Analyst,PhD,Lucknow,53933.0,0.2,1,2,No,3.98,24.3,6,1,4.41,0,0,67.21
EMP1239,Employee_1239,56,IT,Executive,Bachelor,Delhi,60624.0,1.7,2,1,No,3.76,14.5,3,0,4.03,0,1,26.96
EMP1240,Employee_1240,22,Finance,Coordinator,Bachelor,Jaipur,58684.0,10.4,5,5,No,5.0,25.3,4,0,5.0,1,0,3.16
EMP1241,Employee_1241,29,Sales,Analyst,Bachelor,Dehradun,49986.0,6.4,3,1,No,5.0,34.8,5,0,4.93,1,0,12.51
EMP1242,Employee_1242,29,Finance,Manager,Master,Noida,40322.0,0.2,4,2,No,3.63,27.5,6,0,3.41,0,0,12.84
EMP1243,Employee_1243,56,Sales,Coordinator,Master,Dehradun,100711.0,9.6,1,1,Yes,3.76,10.2,2,1,3.83,0,1,77.34
EMP1244,Employee_1244,41,Finance,Executive,Bachelor,Noida,42057.0,2.9,4,4,No,4.64,43.8,3,0,5.0,1,0,5.65
EMP1245,Employee_1245,50,Finance,Executive,Bachelor,Noida,37351.0,11.1,1,4,No,5.0,5.0,10,0,5.0,1,1,13.6
EMP1246,Employee_1246,53,Sales,Executive,Master,Delhi,61548.0,4.8,4,4,No,5.0,23.8,3,0,5.0,1,0,6.86
EMP1247,Employee_1247,51,Marketing,Executive,Bachelor,Haldwani,57541.0,6.1,1,2,Yes,2.6,21.3,3,0,2.84,0,1,73.92
EMP1248,Employee_1248,24,HR,Executive,Master,Lucknow,21095.0,10.2,5,2,Yes,4.81,32.1,10,0,5.0,1,0,26.31
EMP1249,Employee_1249,26,Marketing,Specialist,Bachelor,Jaipur,76699.0,1.4,2,5,Yes,4.77,37.9,11,0,4.74,1,0,15.4
EMP1250,Employee_1250,36,Sales,Manager,PhD,Dehradun,49928.0,1.0,1,5,No,4.15,45.8,7,0,4.78,1,0,20.22
EMP1251,Employee_1251,34,IT,Coordinator,Bachelor,Jaipur,27560.0,4.4,2,1,No,3.17,20.0,7,0,3.31,0,0,28.29
EMP1252,Employee_1252,50,HR,Specialist,Bachelor,Jaipur,78153.0,8.7,1,4,Yes,5.0,38.2,6,0,5.0,1,0,25.67
EMP1253,Employee_1253,27,IT,Coordinator,Master,Jaipur,65765.0,0.2,1,5,No,4.63,32.7,11,0,4.93,1,0,12.06
EMP1254,Employee_1254,35,IT,Analyst,Master,Noida,24180.0,0.2,3,3,Yes,4.95,6.0,7,1,5.0,0,0,47.93
EMP1255,Employee_1255,30,Finance,Analyst,Bachelor,Jaipur,91098.0,8.7,2,4,No,4.71,56.6,6,0,4.84,1,0,21.49
EMP1256,Employee_1256,28,Sales,Coordinator,Bachelor,Haldwani,66494.0,2.7,2,1,No,4.47,9.9,4,0,4.14,0,1,30.8
EMP1257,Employee_1257,27,Marketing,Analyst,Master,Delhi,51776.0,3.6,5,1,No,4.82,35.9,8,0,5.0,1,0,21.42
EMP1258,Employee_1258,28,Sales,Executive,Master,Dehradun,86985.0,0.2,1,1,No,3.22,35.5,8,0,2.97,0,0,32.47
EMP1259,Employee_1259,43,IT,Specialist,Bachelor,Lucknow,55505.0,2.3,2,1,No,4.36,33.9,4,0,4.48,0,0,28.45
EMP1260,Employee_1260,37,Finance,Specialist,Bachelor,Delhi,51382.0,5.2,1,5,No,3.68,23.1,2,0,4.1,0,0,13.05
EMP1261,Employee_1261,38,Marketing,Coordinator,Master,Noida,37473.0,9.1,3,4,Yes,5.0,41.6,14,0,5.0,1,0,17.81
EMP1262,Employee_1262,40,IT,Coordinator,Master,Lucknow,64801.0,2.0,2,4,No,4.79,8.2,3,0,5.0,0,1,19.1
EMP1263,Employee_1263,50,IT,Executive,Master,Delhi,62485.0,12.2,1,2,No,5.0,29.1,4,0,5.0,1,0,34.98
EMP1264,Employee_1264,55,Operations,Specialist,Master,Noida,52323.0,2.3,1,5,No,3.83,22.1,4,0,4.58,0,0,13.69
EMP1265,Employee_1265,42,Operations,Coordinator,Bachelor,Dehradun,34620.0,2.3,5,1,Yes,4.34,20.5,5,0,4.35,0,0,30.88
EMP1266,Employee_1266,46,Finance,Specialist,Master,Haldwani,54858.0,11.7,1,5,Yes,4.52,36.0,5,0,4.84,1,0,32.92
EMP1267,Employee_1267,50,HR,Specialist,Master,Dehradun,50464.0,6.1,4,1,No,5.0,45.1,3,0,5.0,1,0,13.08
EMP1268,Employee_1268,48,HR,Coordinator,Master,Jaipur,22664.0,2.9,5,1,No,5.0,25.2,3,0,5.0,1,0,9.33
EMP1269,Employee_1269,26,Finance,Developer,Bachelor,Delhi,19620.0,4.5,3,1,No,4.13,40.9,6,0,4.37,1,0,10.97
EMP1270,Employee_1270,60,Finance,Executive,Bachelor,Jaipur,64433.0,10.9,2,4,No,4.66,30.7,4,0,5.0,1,0,13.79
EMP1271,Employee_1271,27,IT,Developer,Master,Lucknow,18000.0,11.4,4,2,No,4.73,17.5,8,0,4.79,1,0,18.31
EMP1272,Employee_1272,37,Sales,Analyst,Bachelor,Jaipur,56519.0,1.8,5,3,No,5.0,26.4,5,0,5.0,1,0,6.29
EMP1273,Employee_1273,47,Sales,Executive,PhD,Jaipur,41482.0,5.0,1,3,No,3.97,25.8,3,0,4.27,0,0,8.22
EMP1274,Employee_1274,37,Operations,Executive,Bachelor,Dehradun,80781.0,5.6,5,4,Yes,5.0,20.2,2,0,5.0,1,0,12.01
EMP1275,Employee_1275,30,HR,Specialist,Master,Jaipur,41144.0,1.1,5,2,Yes,5.0,36.0,6,0,5.0,1,0,28.21
EMP1276,Employee_1276,57,HR,Manager,Master,Haldwani,66509.0,5.0,1,1,Yes,3.74,33.3,6,1,4.03,0,0,83.97
EMP1277,Employee_1277,23,HR,Manager,Bachelor,Jaipur,43268.0,5.2,1,2,No,4.96,7.7,8,1,5.0,1,1,62.36
EMP1278,Employee_1278,30,Marketing,Specialist,Bachelor,Jaipur,54502.0,10.0,4,2,No,5.0,6.9,6,0,5.0,1,0,12.85
EMP1279,Employee_1279,60,Sales,Manager,Master,Haldwani,68210.0,10.3,1,4,No,5.0,35.9,8,0,5.0,1,0,7.94
EMP1280,Employee_1280,50,Sales,Manager,Master,Noida,41824.0,3.8,4,4,No,5.0,18.6,2,0,5.0,1,1,2.42
EMP1281,Employee_1281,24,IT,Executive,Bachelor,Delhi,73924.0,4.3,1,1,No,2.56,34.2,3,1,2.32,0,1,84.19
EMP1282,Employee_1282,51,HR,Coordinator,Master,Delhi,30139.0,8.0,4,4,No,5.0,40.9,4,0,5.0,1,0,0.0
EMP1283,Employee_1283,59,Marketing,Developer,PhD,Noida,58481.0,2.7,2,1,No,3.87,12.2,8,1,3.73,0,1,63.7
EMP1284,Employee_1284,24,HR,Executive,Bachelor,Lucknow,72298.0,7.7,1,4,No,5.0,10.2,5,0,5.0,1,1,20.63
EMP1285,Employee_1285,37,HR,Specialist,Bachelor,Haldwani,66521.0,4.8,1,2,No,3.51,53.4,8,1,4.01,1,0,59.98
EMP1286,Employee_1286,39,Operations,Specialist,Bachelor,Noida,94162.0,1.1,1,2,No,3.62,34.9,5,0,4.04,0,0,25.79
EMP1287,Employee_1287,26,Sales,Executive,Bachelor,Dehradun,35204.0,1.2,3,3,No,4.09,24.1,6,0,3.83,0,0,6.26
EMP1288,Employee_1288,29,Finance,Analyst,Bachelor,Haldwani,21659.0,11.3,1,2,No,5.0,16.9,7,0,5.0,1,1,30.38
EMP1289,Employee_1289,27,Finance,Executive,Bachelor,Haldwani,30125.0,4.5,5,4,No,5.0,22.9,10,0,5.0,1,0,3.35
EMP1290,Employee_1290,28,HR,Analyst,Master,Jaipur,66530.0,12.1,4,5,No,5.0,13.3,8,0,5.0,1,0,2.01
EMP1291,Employee_1291,37,Marketing,Executive,Bachelor,Lucknow,62954.0,3.0,2,5,No,5.0,42.4,3,0,5.0,1,0,14.82
EMP1292,Employee_1292,39,IT,Specialist,PhD,Haldwani,54250.0,6.4,5,3,No,5.0,19.1,5,0,4.95,1,0,0.0
EMP1293,Employee_1293,30,Operations,Manager,Bachelor,Jaipur,27295.0,15.2,4,3,No,5.0,45.3,6,0,4.76,1,0,4.16
EMP1294,Employee_1294,32,IT,Coordinator,Bachelor,Noida,68871.0,0.8,4,3,No,4.02,24.4,4,0,4.38,0,0,5.81
EMP1295,Employee_1295,28,Finance,Specialist,Master,Jaipur,25056.0,0.2,1,4,No,3.68,15.4,4,0,3.67,0,1,20.42
EMP1296,Employee_1296,52,Finance,Manager,Master,Noida,77497.0,10.6,4,3,Yes,5.0,24.0,7,0,4.76,1,0,9.07
EMP1297,Employee_1297,29,Operations,Manager,Bachelor,Delhi,114864.0,1.7,3,3,No,5.0,5.0,5,0,5.0,0,0,6.52
EMP1298,Employee_1298,57,HR,Executive,Bachelor,Noida,60062.0,5.1,5,3,No,5.0,28.3,5,0,5.0,1,0,0.0
EMP1299,Employee_1299,42,IT,Executive,Bachelor,Delhi,64828.0,2.7,3,2,No,3.59,27.6,7,0,3.49,0,0,11.22
EMP1300,Employee_1300,53,Sales,Manager,Master,Delhi,41157.0,6.3,4,3,Yes,5.0,41.5,5,0,5.0,1,0,14.15
EMP1301,Employee_1301,46,HR,Executive,Bachelor,Jaipur,18000.0,1.2,2,4,No,3.55,5.0,4,0,3.42,0,1,19.16
EMP1302,Employee_1302,31,Marketing,Executive,Bachelor,Lucknow,38740.0,4.4,1,3,No,4.21,46.3,3,0,4.46,1,0,17.7
EMP1303,Employee_1303,45,Sales,Analyst,Bachelor,Dehradun,27956.0,7.1,1,5,No,3.81,41.5,4,0,3.73,1,0,13.72
EMP1304,Employee_1304,31,Operations,Coordinator,Bachelor,Jaipur,20166.0,1.0,5,5,Yes,5.0,47.5,9,0,5.0,1,0,19.19
EMP1305,Employee_1305,25,Finance,Developer,PhD,Delhi,89892.0,2.3,4,3,No,5.0,29.3,11,0,5.0,1,0,0.7
EMP1306,Employee_1306,31,Sales,Specialist,Master,Dehradun,58003.0,3.7,2,5,No,5.0,44.2,6,0,4.89,1,0,12.14
EMP1307,Employee_1307,32,IT,Developer,Bachelor,Lucknow,60353.0,0.2,4,1,No,5.0,9.4,5,0,5.0,0,0,11.46
EMP1308,Employee_1308,26,Finance,Analyst,Bachelor,Dehradun,45202.0,3.4,1,5,No,4.38,40.0,5,0,4.49,1,0,17.05
EMP1309,Employee_1309,21,IT,Developer,Bachelor,Lucknow,48197.0,5.7,1,2,Yes,4.68,19.2,4,0,4.69,1,1,44.59
EMP1310,Employee_1310,58,Sales,Executive,Bachelor,Jaipur,73220.0,3.5,3,3,No,3.9,6.9,7,0,4.27,0,0,0.0
EMP1311,Employee_1311,41,Finance,Specialist,Master,Delhi,51289.0,4.1,4,2,Yes,4.35,14.3,6,0,4.95,1,0,34.24
EMP1312,Employee_1312,37,Marketing,Analyst,Master,Delhi,63675.0,5.1,5,3,No,5.0,30.1,6,0,5.0,1,0,0.0
EMP1313,Employee_1313,58,Sales,Developer,Master,Jaipur,47688.0,2.4,4,2,No,3.38,18.5,7,0,3.26,0,0,22.96
EMP1314,Employee_1314,29,IT,Coordinator,PhD,Haldwani,44473.0,8.1,2,4,No,5.0,35.3,6,0,5.0,1,0,7.99
EMP1315,Employee_1315,37,IT,Manager,PhD,Haldwani,21048.0,11.2,5,1,Yes,4.98,5.0,4,0,4.59,1,0,29.1
EMP1316,Employee_1316,54,Finance,Developer,PhD,Noida,18000.0,3.2,3,5,Yes,5.0,5.0,7,0,5.0,1,0,11.5
EMP1317,Employee_1317,46,Marketing,Manager,Bachelor,Noida,46246.0,7.2,5,5,Yes,5.0,49.2,3,0,4.83,1,0,10.12
EMP1318,Employee_1318,36,Marketing,Specialist,Bachelor,Lucknow,53243.0,4.2,1,3,Yes,4.53,42.7,8,0,4.62,1,0,27.57
EMP1319,Employee_1319,31,Operations,Analyst,Bachelor,Haldwani,23705.0,6.7,1,3,No,4.45,15.3,8,0,4.63,1,1,23.85
EMP1320,Employee_1320,22,Marketing,Manager,Master,Delhi,51242.0,11.8,1,4,Yes,5.0,30.0,6,0,5.0,1,0,30.72
EMP1321,Employee_1321,24,IT,Coordinator,Bachelor,Haldwani,53183.0,7.3,5,1,No,5.0,44.3,6,0,5.0,1,0,11.04
EMP1322,Employee_1322,27,Sales,Manager,Master,Lucknow,18000.0,0.2,1,4,Yes,3.63,35.9,1,1,4.17,0,0,55.86
EMP1323,Employee_1323,52,Finance,Developer,Master,Delhi,31867.0,7.1,5,2,Yes,5.0,32.1,7,0,5.0,1,0,21.39
EMP1324,Employee_1324,46,Operations,Executive,Master,Noida,60960.0,10.4,4,4,No,5.0,45.3,7,0,5.0,1,0,0.0
EMP1325,Employee_1325,38,Operations,Analyst,Bachelor,Lucknow,60515.0,4.3,1,2,Yes,4.28,19.8,10,1,4.2,1,1,76.83
EMP1326,Employee_1326,52,IT,Coordinator,Bachelor,Haldwani,26619.0,9.4,5,4,No,5.0,30.4,5,0,5.0,1,0,0.0
EMP1327,Employee_1327,27,IT,Manager,Bachelor,Delhi,55486.0,2.3,1,4,No,5.0,29.8,4,0,4.98,1,0,3.64
EMP1328,Employee_1328,29,Sales,Analyst,Master,Delhi,74493.0,0.2,1,2,No,3.23,26.2,3,1,3.81,0,0,64.54
EMP1329,Employee_1329,36,Sales,Developer,Master,Haldwani,69096.0,5.8,3,4,No,5.0,24.5,3,0,5.0,1,0,5.14
EMP1330,Employee_1330,57,Finance,Manager,Master,Noida,49904.0,0.2,2,3,Yes,3.86,31.0,8,1,4.23,0,0,73.11
EMP1331,Employee_1331,45,Finance,Manager,Bachelor,Jaipur,41705.0,4.2,2,2,No,4.48,30.5,5,0,4.94,1,0,20.53
EMP1332,Employee_1332,55,HR,Specialist,Bachelor,Haldwani,38154.0,10.6,1,3,No,5.0,15.3,7,1,4.4,1,1,45.99
EMP1333,Employee_1333,30,IT,Analyst,Bachelor,Jaipur,62292.0,0.2,4,5,No,5.0,41.2,7,0,5.0,1,0,0.0
EMP1334,Employee_1334,54,Marketing,Manager,Master,Dehradun,56292.0,0.2,1,1,Yes,4.18,16.3,3,1,4.57,0,1,80.73
EMP1335,Employee_1335,23,HR,Developer,Master,Noida,65847.0,0.9,2,5,No,4.39,26.9,6,1,4.82,1,0,43.9
EMP1336,Employee_1336,30,Marketing,Coordinator,Bachelor,Delhi,54901.0,4.9,3,5,No,5.0,25.9,6,0,4.89,1,0,8.41
EMP1337,Employee_1337,41,Operations,Executive,PhD,Haldwani,70013.0,3.7,3,3,Yes,5.0,35.0,4,0,5.0,1,0,15.22
EMP1338,Employee_1338,23,IT,Executive,Bachelor,Dehradun,54081.0,11.1,4,4,No,5.0,5.0,6,0,4.48,1,0,0.0
EMP1339,Employee_1339,55,IT,Developer,Master,Noida,69263.0,9.2,2,2,Yes,4.52,42.5,7,1,4.9,1,0,87.96
EMP1340,Employee_1340,55,Operations,Manager,Bachelor,Noida,71158.0,7.3,4,1,No,5.0,20.5,8,0,4.73,1,0,14.92
EMP1341,Employee_1341,42,Finance,Specialist,Bachelor,Dehradun,34300.0,5.8,4,3,Yes,4.84,47.1,6,0,5.0,1,0,17.0
EMP1342,Employee_1342,33,IT,Developer,Master,Delhi,18000.0,6.9,2,5,No,5.0,23.3,5,0,5.0,1,0,11.25
EMP1343,Employee_1343,24,Finance,Coordinator,Bachelor,Haldwani,85957.0,1.6,2,2,Yes,3.6,29.3,6,1,3.69,0,0,73.15
EMP1344,Employee_1344,45,Finance,Developer,Bachelor,Jaipur,57646.0,8.8,3,4,No,5.0,56.8,9,0,5.0,1,0,0.0
EMP1345,Employee_1345,42,Operations,Executive,Bachelor,Dehradun,18000.0,0.5,3,4,Yes,5.0,26.1,2,1,5.0,0,0,60.93
EMP1346,Employee_1346,51,IT,Executive,Bachelor,Noida,36296.0,8.7,1,4,No,4.37,47.3,5,0,4.69,1,0,18.17
EMP1347,Employee_1347,45,Operations,Coordinator,Master,Dehradun,68981.0,10.2,3,2,Yes,5.0,30.5,6,0,4.93,1,0,31.37
EMP1348,Employee_1348,26,Operations,Executive,Master,Lucknow,45847.0,6.1,1,2,No,4.32,35.8,9,1,4.75,1,0,60.12
EMP1349,Employee_1349,25,IT,Coordinator,Master,Noida,40735.0,4.5,3,3,Yes,4.6,31.0,6,0,4.4,1,0,19.56
EMP1350,Employee_1350,52,Sales,Analyst,Bachelor,Jaipur,82819.0,6.9,5,5,Yes,5.0,41.9,5,0,4.79,1,0,8.21
EMP1351,Employee_1351,27,Finance,Executive,Master,Dehradun,28960.0,0.2,3,5,Yes,5.0,20.4,4,0,5.0,1,0,7.16
EMP1352,Employee_1352,58,Sales,Analyst,Bachelor,Delhi,34441.0,6.5,4,3,Yes,5.0,16.2,6,0,5.0,1,0,12.21
EMP1353,Employee_1353,25,IT,Manager,Bachelor,Haldwani,56651.0,4.7,2,5,Yes,5.0,21.1,3,1,5.0,1,0,74.77
EMP1354,Employee_1354,50,HR,Developer,Bachelor,Haldwani,60590.0,5.0,5,3,No,5.0,31.4,5,0,5.0,1,0,9.49
EMP1355,Employee_1355,60,Operations,Specialist,PhD,Jaipur,62920.0,8.2,5,2,No,5.0,26.9,7,0,5.0,1,0,12.74
EMP1356,Employee_1356,38,Operations,Manager,Master,Jaipur,72047.0,4.9,5,1,Yes,5.0,39.9,4,0,5.0,1,0,26.63
EMP1357,Employee_1357,23,Sales,Developer,Master,Jaipur,56369.0,0.4,4,4,No,4.78,48.3,2,0,5.0,1,0,0.0
EMP1358,Employee_1358,56,Operations,Manager,Bachelor,Haldwani,62766.0,4.6,4,4,No,5.0,16.3,7,0,5.0,1,0,0.39
EMP1359,Employee_1359,28,Sales,Coordinator,Bachelor,Noida,46297.0,5.5,3,5,Yes,4.8,19.7,7,0,5.0,1,0,15.81
EMP1360,Employee_1360,42,Marketing,Developer,Master,Noida,53379.0,5.7,5,4,No,5.0,9.9,8,0,5.0,1,0,3.95
EMP1361,Employee_1361,60,Operations,Executive,Master,Delhi,54366.0,5.9,5,1,Yes,5.0,58.4,2,0,5.0,1,0,34.55
EMP1362,Employee_1362,50,Operations,Developer,Bachelor,Noida,56732.0,9.6,3,3,Yes,5.0,34.3,4,0,5.0,1,0,14.01
EMP1363,Employee_1363,22,IT,Coordinator,Bachelor,Noida,68996.0,0.6,1,4,No,3.57,36.7,5,0,3.34,0,0,17.78
EMP1364,Employee_1364,53,Operations,Analyst,Bachelor,Delhi,64213.0,5.9,1,3,No,3.86,11.2,5,0,3.53,0,1,11.5
EMP1365,Employee_1365,27,Sales,Coordinator,PhD,Dehradun,52973.0,10.6,2,3,No,4.42,30.0,13,0,4.72,1,0,17.69
EMP1366,Employee_1366,50,Finance,Manager,Bachelor,Haldwani,34199.0,0.2,1,5,No,4.64,37.1,9,0,4.87,1,0,12.46
EMP1367,Employee_1367,45,HR,Manager,PhD,Noida,53489.0,6.0,2,4,No,4.02,26.5,8,0,4.39,1,0,17.3
EMP1368,Employee_1368,32,IT,Analyst,Bachelor,Jaipur,51384.0,2.7,1,4,Yes,4.03,45.1,4,1,4.28,1,0,66.89
EMP1369,Employee_1369,37,Sales,Coordinator,Master,Noida,56250.0,3.6,5,3,No,4.08,62.4,4,0,4.54,1,0,0.34
EMP1370,Employee_1370,25,Marketing,Executive,Bachelor,Jaipur,100544.0,1.4,1,2,Yes,3.93,16.7,6,0,3.78,0,1,48.97
EMP1371,Employee_1371,60,HR,Analyst,Bachelor,Haldwani,40477.0,4.5,4,3,Yes,4.96,15.7,5,0,5.0,1,0,7.15
EMP1372,Employee_1372,30,Finance,Developer,Bachelor,Delhi,61290.0,12.9,2,5,Yes,4.74,17.7,6,0,4.57,1,1,24.68
EMP1373,Employee_1373,33,HR,Developer,Bachelor,Dehradun,75506.0,0.2,1,4,No,4.93,52.5,7,0,5.0,1,0,13.65
EMP1374,Employee_1374,41,HR,Developer,Master,Lucknow,54156.0,0.3,4,4,No,4.31,44.6,7,0,4.12,1,0,0.0
EMP1375,Employee_1375,47,Operations,Executive,Bachelor,Haldwani,103433.0,0.2,5,1,Yes,5.0,28.1,9,0,5.0,1,0,27.97
EMP1376,Employee_1376,41,Sales,Analyst,Master,Dehradun,43683.0,12.5,4,5,No,5.0,30.5,7,0,4.86,1,0,0.0
